Fecha,"Pedido #",Estado,Cliente,Producto(s),"Artículos vendidos",Cupón(es),"Ingresos netos"
"2020-04-18 15:48:41",6735,ywraq-accepted,new,"5× Laminas Colaborantes",5,,5
"2020-04-18 14:49:13",6733,ywraq-accepted,new,"20× Perfiles en C (Perlines) GR50 y A36., 42× Perfiles en C (Perlines) GR50 y A36.",62,,62
"2020-04-18 10:22:48",6730,ywraq-accepted,new,"1× Lamina Alfajor",1,,1
"2020-04-18 09:54:11",6728,ywraq-accepted,new,"1× Lamina Alfajor",1,,1
"2020-04-17 19:30:23",6724,ywraq-new,new,"75× Cemento San Marcos, 310× Bloquelon, 3× Malla Electrosoldada Certificada, 70× Varillas Corrugadas y Chipa, 15× Sistema Placa Fácil, 65× Varillas Corrugadas y Chipa",538,,138
"2020-04-17 19:07:08",6722,ywraq-accepted,new,"1× Lamina Alfajor",1,,1
"2020-04-17 16:47:01",6719,ywraq-accepted,new,"16× Teja Trapezoidal Pintada",16,,0
"2020-04-17 15:25:20",6716,ywraq-accepted,new,"8× Lamina Galvanizada",8,,8
"2020-04-17 09:23:06",6713,ywraq-accepted,new,"20× Lamina CR (Cold Rolled)",20,,20
"2020-04-16 18:36:08",6706,ywraq-accepted,new,"15× Lamina Galvanizada",15,,15
"2020-04-16 16:26:04",6701,ywraq-accepted,new,"13× Varilla Torsionada",13,,13
"2020-04-16 13:16:50",6698,ywraq-new,new,"10× Tubería Estructural",10,,10
"2020-04-16 11:20:31",6696,ywraq-new,new,"3× Tubería Estructural",3,,3
"2020-04-16 11:07:18",6694,ywraq-new,new,"4× Teja Zinc Galvanizada y Pintada",4,,4
"2020-04-16 10:25:44",6691,ywraq-new,new,"1× Caballetes",1,,1
"2020-04-16 00:45:25",6686,ywraq-new,new,"60× Teja Zinc Galvanizada y Pintada",60,,60
"2020-04-15 20:10:37",6682,ywraq-new,new,"1× Lamina CR (Cold Rolled)",1,,1
"2020-04-15 16:50:45",6680,ywraq-new,new,"1× Tubería Cerramiento Negro",1,,1
"2020-04-15 15:49:45",6678,ywraq-new,new,"1× Lamina Galvanizada",1,,1
"2020-04-15 15:37:20",6676,ywraq-new,new,"50× Varillas Corrugadas y Chipa",50,,50
"2020-04-15 09:02:41",6673,ywraq-pending,new,"78× Tubería Cerramiento Negro",78,,78
"2020-04-14 22:40:20",6670,ywraq-new,new,"7× Teja Trapezoidal Pintada",7,,0
"2020-04-14 16:31:23",6668,ywraq-pending,new,"1× Tubería Estructural",1,,1
"2020-04-14 16:21:21",6666,ywraq-new,new,"10× Lamina Galvanizada",10,,10
"2020-04-14 12:04:49",6664,ywraq-pending,new,"22× Lamina Galvanizada",22,,22
"2020-04-14 09:53:25",6662,ywraq-pending,new,"50× Lamina Galvanizada",50,,50
"2020-04-13 12:19:57",6654,ywraq-pending,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-04-13 12:11:07",6652,ywraq-pending,new,"1× Lamina Alfajor",1,,1
"2020-04-12 22:53:24",6647,ywraq-pending,new,"1× Lamina Galvanizada",1,,1
"2020-04-12 22:09:45",6645,ywraq-pending,new,"1× Malla Eslabonada, 1× Tubería Cerramiento Negro",2,,2
"2020-04-12 20:26:11",6643,ywraq-pending,new,"2× Tubería Cerramiento Negro",2,,2
"2020-04-12 16:41:55",6641,ywraq-pending,new,"30× Teja Termoacústica",30,,30
"2020-04-12 13:21:43",6639,ywraq-pending,new,"5× Tubería Estructural, 8× Teja Termoacústica",13,,13
"2020-04-12 12:27:31",6637,ywraq-pending,new,"20× Teja Trapezoidal Pintada",20,,0
"2020-04-12 12:11:13",6635,ywraq-pending,new,"1× Tubería Estructural",1,,1
"2020-04-12 11:34:34",6633,ywraq-pending,new,"1× Teja Trapezoidal Pintada",1,,0
"2020-04-11 19:49:33",6625,ywraq-pending,new,"1× Sistema Placa Fácil",1,,0
"2020-04-11 18:18:43",6622,ywraq-pending,new,"5× Cubiertas Metálicas",5,,5
"2020-04-11 16:17:52",6620,ywraq-pending,new,"1× Tubería Estructural",1,,1
"2020-04-11 16:15:01",6618,ywraq-pending,new,"1× Varillas Corrugadas y Chipa, 1× Varillas Corrugadas y Chipa",2,,2
"2020-04-10 16:36:56",6611,ywraq-pending,new,"12× Perfil Entrepiso, 300× Bloquelon",312,,12
"2020-04-10 16:03:55",6608,ywraq-pending,new,"8× Malla Electrosoldada Certificada",8,,8
"2020-04-10 12:04:12",6606,ywraq-pending,new,"1× Malla Gallinero",1,,1
"2020-04-10 07:47:51",6603,ywraq-pending,new,"55× Varillas Corrugadas y Chipa, 50× Cemento, 7× Malla Electrosoldada Certificada, 2× Alambre Negro",114,,62
"2020-04-09 22:01:18",6599,ywraq-pending,new,"7× Malla Electrosoldada Certificada",7,,7
"2020-04-09 13:12:55",6596,ywraq-pending,new,"1× Lamina Alfajor",1,,1
"2020-04-09 01:45:51",6593,ywraq-new,new,"20× Lamina Galvanizada",20,,20
"2020-04-08 17:00:40",6591,ywraq-new,new,"20× Lamina Galvanizada",20,,20
"2020-04-08 15:24:31",6589,ywraq-pending,new,"10× Teja Termoacústica",10,,10
"2020-04-08 15:21:47",6587,ywraq-pending,new,"5× Cubiertas Metálicas",5,,5
"2020-04-08 12:13:46",6585,ywraq-pending,new,"24× Tubería Cerramiento Negro",24,,24
"2020-04-08 09:09:48",6583,ywraq-pending,new,"1× Alambre Galvanizado",1,,1
"2020-04-08 06:16:59",6581,ywraq-pending,new,"1× Malla Eslabonada",1,,1
"2020-04-07 19:22:11",6579,ywraq-pending,new,"1× Teja Zinc Galvanizada y Pintada",1,,1
"2020-04-07 17:25:54",6577,ywraq-pending,new,"1× Tubería Estructural",1,,1
"2020-04-07 16:06:12",6575,ywraq-pending,new,"6× Cubiertas Metálicas",6,,6
"2020-04-07 11:06:41",6573,ywraq-pending,new,"1× Perfil Entrepiso, 1× Perfil Entrepiso",2,,2
"2020-04-07 08:41:08",6571,ywraq-pending,new,"1× Lamina HR (Hot Rolled)",1,,1
"2020-04-06 10:04:13",6569,ywraq-pending,new,"2× Lamina HR (Hot Rolled)",2,,2
"2020-04-05 21:37:56",6567,ywraq-pending,new,"4× Perfiles en C (Perlines) GR50 y A36.",4,,4
"2020-04-05 15:31:29",6565,ywraq-pending,new,"1× Lamina Alfajor",1,,1
"2020-04-03 17:23:26",6563,ywraq-pending,new,"35× Varillas Cuadradas",35,,35
"2020-04-03 16:44:21",6561,ywraq-pending,new,"25× Varilla Torsionada, 8× Platina, 3× Tubería Cerramiento Negro",36,,36
"2020-04-03 11:13:34",6558,ywraq-pending,new,"1× Perfiles en C (Perlines) GR50 y A36.",1,,1
"2020-04-03 02:14:17",6556,ywraq-pending,new,"10× Ballestas",10,,10
"2020-04-02 20:53:43",6554,ywraq-pending,new,"17× Tubería de Cerramiento Galvanizado",17,,17
